date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Wed Aug 08 2018 12:27:27 GMT-0400 (Eastern Daylight Time), Production Engineer,"Dublin, Dublin",Current Employee ,Good company with benefits,I have been working at Susquehanna International Group (SIG) full-time for more than a year,0,Very good benefits work/life balanced place to learn financial and Fast trading technology,Narrow technology exposure Early morning shifts No remote work,,4.0,5.0,4.0,4.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Sat Aug 11 2018 13:36:45 GMT-0400 (Eastern Daylight Time),,"Dublin, Dublin",Former Employee ,Good benefits but poor job security,I worked at Susquehanna International Group (SIG) full-time for less than a year,0,"Good starting pay and benefits, catered lunch everyday.",There seems to be a hire-and-fire culture in the Dublin office. SIGL has a reputation for having an unusually high turnover rate.,,2.0,1.0,4.0,,,,,,
Wed Jul 25 2018 01:50:44 GMT-0400 (Eastern Daylight Time), Operations,"Dublin, Dublin",Current Employee ,OPERATIONS ANALYST,I have been working at Susquehanna International Group (SIG) full-time for more than a year,8,facility to learn coding Free gym and food Relatively good starting salary,"If you are an ambitious graduate with goal of having 100k salary or being able to afford a house in Dublin at any point in your life avoid operations at all costs. The high starting salary relative to working at big 4 accounting firm quickly levels out after 2 years. Unlike the 2 years spent at an accounting firm, here you will not come out with professional exams with which you can expect and demand a considerably higher wage that effectively doubles once exams are completed, instead you will receive annual wage increases of little more than 2k a year. Also you will now be pigeon holed in the trading world with little bargaining power with respect to wages and a very shallow pool of jobs to swim even if willing to relocate to Europe. Do not be fooled into thinking a move to trading is possible, this has happened once in 10 years.The operations department has gone backwards over the last few years with key team leaders growing frustrated with the lack of resources and understanding afforded from senior ops management who seem out of depth and more concerned with managing upwards as opposed to what is best for their employees and the business. With this, one of the only benefits of this role, that being the learning,has disintegrated. Avoid this roll if alternatives exist","Thank you for your feedback. I was interested by your post and have considered the points you raised. At SIG, we put great effort toward building and evolving our graduate training programmes each year. For our Trading Operations Graduate Programme, this includes providing the most relevant training and education on the skills required for our graduates to be successful and ensuring that our compensation, benefits and perks are competitive with the market. We also provide growth opportunities to our employees through new projects and challenges, continued education, and our internal transfer programme. While most of our traders are hired directly into our Quantitative Trader Graduate Program, there are other transfer opportunities throughout the business that our employees can explore. We value each of our employees and I share your concerns when we lose individuals across the business. When individuals wish to explore new roles outside of SIG or continue their formal education, our goal is to ensure that we have depth in our teams to minimise the impact of these departures. I would welcome a conversation if you’d like to discuss this directly. Thanks again. - Rachel Moxham (Head of Operations Dublin)",2.0,2.0,1.0,1.0,1.0,,Doesn't Recommend,,
Wed Jul 18 2018 14:28:50 GMT-0400 (Eastern Daylight Time), Technologist,"Dublin, Dublin",Former Employee ,Great place for graduates,I worked at Susquehanna International Group (SIG) full-time,4,"- Nice office - Free food, gym, and benefits generally good - Smart people","- No work from home - Management quite old school and place is run their way or the highway - Too many good people left during my tenure across all functions - Special pay deals for key people and ""market rate"" for the rest - Not a place to try and climb the ladder. Promotions VERY limited",,3.0,3.0,2.0,2.0,3.0,1.0,Neutral Outlook,,No opinion of CEO
Tue Jul 10 2018 16:53:51 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Great place to work,I worked at Susquehanna International Group (SIG) full-time,0,"Loads of challenging projects, smart people",No code documentation. Specifications can be really vague to the point of uselessness.,,4.0,,,,,,,,
Wed Jun 13 2018 07:07:38 GMT-0400 (Eastern Daylight Time),,,Former Employee ,great place to work,I worked at Susquehanna International Group (SIG) full-time,1,free food good work life balance,none that i can think of,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Mon May 21 2018 03:48:17 GMT-0400 (Eastern Daylight Time),,"Dublin, Dublin","Intern in Dublin, Dublin",Intern - Dublin,I worked at Susquehanna International Group (SIG) for more than a year,0,"Fantastic culture, great people who take time to train new starts. Great company",Can be long hours but is to be expected in such a competitive firm,,4.0,5.0,5.0,4.0,4.0,4.0,Recommends,Positive Outlook,
Tue Apr 24 2018 05:58:47 GMT-0400 (Eastern Daylight Time), Operations,"Dublin, Dublin",Current Employee ,OA Programme,I have been working at Susquehanna International Group (SIG) full-time for more than a year,1,good insight into electronic trading,wages could be increased faster,,2.0,2.0,2.0,2.0,2.0,2.0,,,
Thu Apr 12 2018 06:51:35 GMT-0400 (Eastern Daylight Time), Infrastructure Department,"Dublin, Dublin",Current Employee ,Good benefits otherwise similar in many ways to most places I've worked,I have been working at Susquehanna International Group (SIG) full-time,4,- Very good benefits and nice office building - Fairly open collaborative and friendly environment - There are opportunities to have a positive impact and usually not too much bureaucracy to get in the way - There is a descent budget to invest in the latest datacenter tech but also office equipment - You learn a lot because you don't get pigeon holed into doing only one thing and internal transfers are frequently available and encouraged,"- Old school top down approach from managment, we are here to make money and you are a replaceable commodity - Decisions taken by management can be for short term requirements to suit themselves or to fix their previous bad hasty decisions and tough luck for the long term knock on effects in terms of efficiency and work hours - Management not showing the example when it comes to transparency and holding up your arm and admitting when you messed something up - When everything works it's just normal and because you're doing your job even if you and your team are breaking your backs and pulling out all the stops to make it happen - Don't like that HR went around asking people to put up positive reviews on this site to boost their ratings although maybe it's fair because people are more likely to complain unless asked",,3.0,2.0,3.0,3.0,4.0,2.0,,,
Mon Mar 05 2018 13:20:09 GMT-0500 (Eastern Standard Time),,"Dublin, Dublin",Current Employee ,Great Company,I have been working at Susquehanna International Group (SIG) full-time,2,"Great colleagues, openness to new ideas, flat org structure, random money giveaways (e.g. all employees won $1,000 when the eagles won the Superbowl!) And the company's commitment to Dublin (they purchased the old AIB building)",It can be hard to get to know other employees as it's quite a large office,"Thank you for taking the time to share your feedback! As the office continues to grow and expand, we recognise getting to know each other could be a challenge. We are always thinking about ways to help employees get to know their colleagues, but often, the best ideas come from our employees themselves! If you have any ideas, I’d love to hear them. Feel free to send me a note directly or chat to your manager. Thanks again! Paula Duffy Head of Human Resources, Dublin",5.0,,,,,,Recommends,,
Wed Feb 21 2018 04:10:32 GMT-0500 (Eastern Standard Time),,,Former Employee ,ok company to work for,I worked at Susquehanna International Group (SIG) full-time,1,"Free food, gym, parking, free coffee","bad managmenent, oncall, unsociable hours no direction",,2.0,1.0,2.0,2.0,5.0,1.0,Recommends,Positive Outlook,Approves of CEO
Sun Feb 11 2018 20:33:09 GMT-0500 (Eastern Standard Time), Operations Analyst,"Dublin, Dublin",Former Employee ,Dublin Operations Department: Choose Larger Firm,I worked at Susquehanna International Group (SIG) full-time for more than 3 years,4,"Opportunity to learn VBA/SQL and put into practice through project work It is a genuine front office environment where the operations staff share floor space on the traders so you get to witness the ups and downs of trading and the events which take place. If personality type is inquisitive and confident enough to ask the questions, the traders can be generous with their time. Line managers have good technical knowledge of the products traded and the mechanics of trading them however this has to be tempered with the fact that if they left this knowledge is not widely held. Good healthcare package Food and gym on site free of charge","Better to start career at larger firm which has a developed learning structure in place and promotes employee growth and development No structured training program to enhance operations staff knowledge of the products and trading. All learning is primarily asking questions to the right people. The advertising for the roles is very misleading. They are advertised in a way which implies heavy interaction with trading however as stated above the only knowledge to be gained of trading is by direct interaction with the traders. The day to day of the job is mundane, repetitive tasks which do not involve a huge amount of complexity. Reconciling versus prime broker data, crossing/blocking trades, liaising with cpty’s on settlement or other related issues. Even the potentially more interesting teams have a high level of mundanity in the role. No opportunities to move outside of the operations department. Some moves have been blocked in the past. Senior management of the operations department in Dublin seem slightly out of their depth and rely heavily on the knowledge and decision making of the line managers below them rather then making strategic decisions from the top down. In general I found that their knowledge of the products and trading was quite poor. Also personally wasn’t a fan of their management style. Very authoritarian and aggressive. More stick then carrot!",,2.0,1.0,2.0,2.0,3.0,1.0,Doesn't Recommend,Positive Outlook,No opinion of CEO
Fri Dec 15 2017 05:55:45 GMT-0500 (Eastern Standard Time),,,Former Employee ,Great company but consider options,I worked at Susquehanna International Group (SIG) full-time,1,Work life balance - unparalleled for this type of firm Colleagues - Very easy to approach and learn from,Exit opportunities could be better - since the firm keeps a relatively low profile not many have heard of it outside the inner circles,,4.0,5.0,5.0,3.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Sun Dec 17 2017 08:55:17 GMT-0500 (Eastern Standard Time), Ops,"Dublin, Dublin",Former Employee ,Operations Department,I worked at Susquehanna International Group (SIG) full-time for more than a year,8,"Great learning experience and loads of opportunities for learning...VBA, Python, SQL or knowledge specific to trading Free food, gym, good pension, most of the staff are awesome people Good staff, very intelligent, smart and skilled A couple of events like Christmas parties, outing etc Very pressurised environment whih helps in later years of one career Having SIG on the CV opens the door to various career oppurtunities","Knowledge can be specific only to trading environment. Operations is a glorified fund accountant role. Daily role involves reconciliation of trader trades, analysing corporate actions and settlement fees. So much turnover in PnL, Settlements, trade support Be prepared to work overtime on a daily basis without pay Be prepared to work through lunch. Lunch is gulped at your desk Mundane work with several projects work which are unnecessary Staff turnover is very high and SIG find it difficult to replace workers. Average duration of replacement is between 2 - 3 months No scope for promotion within operations. Either leave, switch teams or set up your own team within SIG which has happened twice in 20years Operations is the pillar that supports the bridge. This is not recognised by the management team. Operations team like trade support, PnL, pricing, settlements..etc are not properly recognised for the inputs and quality of their work Goal settings meetings are not conducted.",,2.0,2.0,2.0,1.0,3.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO
Mon Nov 20 2017 15:41:56 GMT-0500 (Eastern Standard Time), Assistant Trader,"Dublin, Dublin",Former Employee ,Assistant Trader,I worked at Susquehanna International Group (SIG) full-time for more than a year,4,"Lovely people to work with, great education program, great salary, good quality food catered to the office, 'almost' no weekend work (there was a few weekends in the run up to the deadline for a one-off project), training summer in the US, company will pay for professional exams","long hours, typically 07:00 start and in until at least 19:00 most evenings, though the office often empties out pretty quickly on Friday evening",,5.0,3.0,5.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Thu Nov 16 2017 23:15:02 GMT-0500 (Eastern Standard Time), Business Intelligence Analyst,"Dublin, Dublin",Current Employee ,Business Intelligence Analyst,I have been working at Susquehanna International Group (SIG) full-time for more than a year,2,"Great Infra, Gym, Food, Event","Not good teamwork incentive, No career",,4.0,5.0,5.0,2.0,3.0,2.0,Recommends,Neutral Outlook,No opinion of CEO
Mon Oct 30 2017 14:38:40 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Great environment to develop,I have been working at Susquehanna International Group (SIG) full-time,1,Surrounded by lots of smart people to learn from Opportunities to try something new if it looks profitable Quick implementation of ideas,Trading hours can be long,,5.0,3.0,5.0,4.0,4.0,,Recommends,Positive Outlook,
Wed Nov 01 2017 15:40:37 GMT-0400 (Eastern Daylight Time), Assistant Trader,"Dublin, Dublin",Former Employee ,Assistant Trader,I worked at Susquehanna International Group (SIG) full-time for less than a year,0,"Excellent training, probably best trading company in Europe.",Some difficult personalities on trading floor. Culture can be toxic at times. Getting more and more corporatey.,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Sun Oct 08 2017 10:12:02 GMT-0400 (Eastern Daylight Time),,"Dublin, Dublin","Applications Support Engineer in Dublin, Dublin",Great place to work and learn,I worked at Susquehanna International Group (SIG) for more than a year,2,"At the forefront of technology, ever learning Great work environment and co-workers Free catering an gym Fast paced but enjoyable work environment Encouraged to learn and try",Hours can be long with big projects,,5.0,4.0,5.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Wed Aug 23 2017 06:30:48 GMT-0400 (Eastern Daylight Time), Software Developer,Sydney,Current Employee ,"Nice environment, challenging work",I have been working at Susquehanna International Group (SIG) full-time for more than 5 years,1,"Working with smart people on interesting projects. Get lot of business involvement and freedom to develop as you think best. Varied technology across projects means you can pick up new things constantly. Lots of really nice people around. If you can show your skills, you will get the opportunity to move ahead but it's not easy. Good work life balance for a trading firm. The office is great and completely new. Onsite gym, lunch and good coffee machines to feed your addiction.",Some teams get more or fewer opportunities than others. Bonus not really closely tied to performance. This can be good or bad depending on how you see it I guess.,,4.0,5.0,4.0,2.0,3.0,3.0,Recommends,Neutral Outlook,No opinion of CEO
Fri Jul 28 2017 00:54:19 GMT-0400 (Eastern Daylight Time),,"Dublin, Dublin",Current Employee ,Great work environment!,I have been working at Susquehanna International Group (SIG) full-time for more than a year,1,"I have been with SIG for a year now and have been enjoying my time with the company immensely. Apart from the obvious benefits of on-site gym, full catering and a very healthy compensation package, there is also a great feeling of teamwork within the building. Collaboration and open communication is encouraged at every level, and there is always a forum to which you can bring your suggestions, questions and ideas.",Some decision making can be delayed coming from the US side which can be a bit frustrating.,,5.0,5.0,5.0,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Sun Jul 09 2017 02:02:13 GMT-0400 (Eastern Daylight Time), Software Engineer,"Dublin, Dublin",Current Employee ,Good place,I have been working at Susquehanna International Group (SIG) full-time for more than a year,2,"- Catered lunch and breakfast - Onsite gym - Interesting projects - You get valuable experience in finance - Frequent parties/events - I work 8 hours exactly per day, no more - Good pension and medical insurance - The company seems to be doing well",- Not the best salary - Work from home only available under exceptional circumstances - Dublin office feels already packed with people,,5.0,4.0,5.0,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Fri May 12 2017 03:59:21 GMT-0400 (Eastern Daylight Time),,, ,Operations analyst,I worked at Susquehanna International Group (SIG),2,Very fun place to work with lots of very smart people.,Can be stressful at times,,4.0,4.0,5.0,5.0,4.0,5.0,,,
Mon Jan 16 2017 01:56:37 GMT-0500 (Eastern Standard Time),,"Dublin, Dublin"," in Dublin, Dublin",Good work environment:)!,I worked at Susquehanna International Group (SIG),1,"Good communicative and fun work environment- not much room for promotions but lovely staff, free lunches.... treats its staff well. Always providing and encouraging employees to up skill and further learning. Also has a free gym for employees!!",I have no cons to mention really except the lack of promotion within the Firm. Great location within Dublin and also offers the tax saver scheme to its employees.,,4.0,5.0,5.0,3.0,3.0,4.0,,,
Thu Dec 22 2016 01:50:33 GMT-0500 (Eastern Standard Time),,"Dublin, Dublin",Current Employee ,Great place to work,I have been working at Susquehanna International Group (SIG) full-time,2,"Friendly and supportive colleagues, interesting work, support to run with new ideas, great work/life balance, free lunch, free gym, pension, health insurance",Large company can make it hard to get to know everyone - not a big issue,,5.0,5.0,5.0,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Sun Nov 27 2016 09:56:09 GMT-0500 (Eastern Standard Time),,, ,Ops,I have been working at Susquehanna International Group (SIG),1,"Free gym, games room, lunch and breakfast are great perks. Everybody working at SIG is super smart and easy to talk to. Nice office and good location",Long hours and people generally don't take a break from work even at lunch. Eat at desk. Quite high pressure.,,5.0,3.0,5.0,5.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Fri Nov 04 2016 07:27:26 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Trader,I worked at Susquehanna International Group (SIG) full-time,1,Working with an intelligent group of people,None that come to mind,,4.0,,,,,,,,
Fri Dec 02 2016 14:34:18 GMT-0500 (Eastern Standard Time), Applications Support Associate,"Dublin, Dublin",Current Employee ,Application Support Engineer,I have been working at Susquehanna International Group (SIG) full-time for more than 5 years,9,MAnagers and Team Leads are hypocrytes,Everything till you leave the company and go home,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Tue Sep 27 2016 12:47:16 GMT-0400 (Eastern Daylight Time),,"Dublin, Dublin",Current Employee ,highly recommend working here,I have been working at Susquehanna International Group (SIG) full-time,3,"working with smart, innovative people, sweet office and free food",salary could be higher considering how much money they make. very deep pockets!,,5.0,4.0,4.0,4.0,3.0,4.0,Recommends,Positive Outlook,No opinion of CEO
Fri Sep 23 2016 11:09:19 GMT-0400 (Eastern Daylight Time),,"Dublin, Dublin",Current Employee ,Company review,I have been working at Susquehanna International Group (SIG) full-time for more than 10 years,1,Working with some of the smartest people in the industry,"Company is growing rapidly, difficult to get to know everyone",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Sat Sep 17 2016 14:47:49 GMT-0400 (Eastern Daylight Time), Senior QA Engineer,"Dublin, Dublin",Current Employee ,Software Test Engineer,I have been working at Susquehanna International Group (SIG) full-time,2,"on site gym (best in dublin), lunch @ 12... also free breakfast, easy life for wise guys",have to be in work at the early morning (at least from the start of employment),,5.0,4.0,5.0,3.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO
Fri May 06 2016 07:24:48 GMT-0400 (Eastern Daylight Time),,, ,Ops Analyst,I worked at Susquehanna International Group (SIG),0,"Fund place to work, lots of great people",Long hours and little chance of progress,,4.0,,,,,,,,
Mon Feb 15 2016 04:01:18 GMT-0500 (Eastern Standard Time),,,Former Employee ,Great employer to start out,I worked at Susquehanna International Group (SIG) full-time,1,"Lots of training provided for graduates and lots of responsibility given from the start, great benefits",Working in a financial sector may be too serious of an environment straight out of college,,5.0,5.0,5.0,,,,,,
Fri Jan 15 2016 07:49:40 GMT-0500 (Eastern Standard Time),,"Dublin, Dublin","Analyst in Dublin, Dublin",Good place to work,I worked at Susquehanna International Group (SIG) for less than a year,4,"Very friendly coworkers, open workplace and interesting work that kept me engaged in the office. Great selection of food as well!",Not great work/life balance - could be working 10/11 hours with no breaks. Working on weekends seemed to be considered normal,,4.0,2.0,5.0,4.0,4.0,4.0,Recommends,Positive Outlook,No opinion of CEO
Sat Jan 09 2016 02:09:39 GMT-0500 (Eastern Standard Time),,,Current Employee ,Review,I have been working at Susquehanna International Group (SIG) full-time,2,interesting work (most of the time),"lack of communication, no career growth opportunities inside the company",,3.0,3.0,2.0,4.0,4.0,3.0,,,
Tue Dec 15 2015 13:34:39 GMT-0500 (Eastern Standard Time),,, ,Happy employee,I have been working at Susquehanna International Group (SIG),0,Fantastic place to work. Surrounded by smart people who are not afraid to have a laugh regardless of how much pressure.,Can be quite pressurised if you aren't used to it but I genuinely don't mind that at all. Great place to work.,,5.0,3.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,
Mon Nov 16 2015 15:48:21 GMT-0500 (Eastern Standard Time),,, ,IT intern,I worked at Susquehanna International Group (SIG),0,Smart employees and good work nights out,Limited feedback and no review of progress,,4.0,4.0,3.0,4.0,5.0,3.0,Recommends,Neutral Outlook,
Wed Nov 11 2015 04:30:41 GMT-0500 (Eastern Standard Time),,"Dublin, Dublin"," in Dublin, Dublin",Great tech company,I have been working at Susquehanna International Group (SIG),1,Good company for cutting edge tech in trading and personal responsability in your role. Great office and food Good work/life balance,silo;ed teams and not much sharing between them jira tickets everywhere to get any changes done rather than personal communication,,5.0,4.0,4.0,3.0,3.0,4.0,Recommends,,
Sun Oct 25 2015 08:07:44 GMT-0400 (Eastern Daylight Time), Software Engineer,"Dublin, Dublin",Current Employee ,Great company with excellent benefits,I have been working at Susquehanna International Group (SIG) full-time for less than a year,0,"Free breakfast & lunch, healthcare, gym, 10% pension, the list goes on. Great employees and friendly atmosphere.",None that I can think of,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Fri Aug 21 2015 10:12:01 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Wonderful firm to work for,I worked at Susquehanna International Group (SIG) full-time,0,"Surrounded by very analytical, like-minded people. Terrific perks & benefits. Great pay. Very little office politics. Given lots of room to do things your own way. Hours aren't bad either.","Can't think of anything, perhaps gaining weight off all the free food! There is lots of pressure which could be off-putting to some.",,5.0,4.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Sun Aug 16 2015 23:28:32 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Trader,I have been working at Susquehanna International Group (SIG) full-time,0,Excellent place to work. Probably the best learning opportunity in the whole industry right out of college.,"Lunches, while they can be good, get really repetitive. Whole company is on a health kick and they've taken away the free nachos...",,5.0,5.0,5.0,4.0,4.0,4.0,Recommends,Positive Outlook,
Fri Aug 07 2015 04:43:40 GMT-0400 (Eastern Daylight Time),,"Dublin, Dublin",Current Employee ,Great Place,I have been working at Susquehanna International Group (SIG) full-time for more than 3 years,0,"Great place to work, friendly, open and honest. People are always ready to share and answer questions - from Head of trading and IT to Grad level.",Good bonus payouts you can rely on each year although could be larger!!,,4.0,5.0,5.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Wed Jul 22 2015 01:14:38 GMT-0400 (Eastern Daylight Time), Derivatives Trader,"Dublin, Dublin",Former Employee ,Derivatives Trader,I worked at Susquehanna International Group (SIG) full-time for more than 5 years,0,"Good Health Insurance, gym at office, lunch provided for at work. Great team and group of people to work with. Great training program for graduates. Good tolerance for risk and willingness to implement trading strategies.",There are very few downsides. There is low turnover for traders which can make it difficult to advance in your career.,,5.0,4.0,4.0,2.0,2.0,4.0,,,
Mon Jul 20 2015 10:11:01 GMT-0400 (Eastern Daylight Time),,"Dublin, Dublin",Former Employee ,Glad I'm finished with them !!,I worked at Susquehanna International Group (SIG) full-time,19,"They promise you something and don't deliver, all managers cover each others mistakes. More then half the time they dont know what they're doing or what they want.","When I joined I was told they had a very different Hierarchy, and input was taken from other colleagues as well when doing performance reviews, BUT IN REALITY , NOTHING like this happens! ... they handout your review without taking feedback from you ,fire you, without giving you bonuses as well. HR is not involved at all directy with employees, they dont contact you for your intake at all, and especially dont take feed back of other colleagues .. & favour managers. Its a vicious circle that goes on. NO HR procedures are followed as well, people do get discriminated according to their skin , coour, race.. etc. No complaints are investigated.","Thank you for taking the time to review SIG. We value all feedback and take great pride in maintaining a positive, discrimination-free work environment. SIG maintains, and makes available to all employees, procedures designed to facilitate the reporting of any incident of conduct which an employee believes to be discriminatory or otherwise constituting harassment. All complaints are investigated promptly. Thank you. Cathy Grimes Global Head of Human Resources",1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Fri May 29 2015 10:22:30 GMT-0400 (Eastern Daylight Time),,, ,Software Engineer,I have been working at Susquehanna International Group (SIG),0,"Great place to work - my favourite job to date. Job was actually pretty laid back, all things considered. Pay and benefits were good, lots of the typical team outings/drinks after work (on the companies tab), awesome Christmas parties too.","Only con I can think of is the hours, but you can't really get around that in a finance company. We needed someone to be around pre-open and someone else to stick around for the post-close stuff to be done.",,5.0,3.0,4.0,5.0,5.0,4.0,Recommends,Positive Outlook,No opinion of CEO
Wed Dec 17 2014 14:24:12 GMT-0500 (Eastern Standard Time),,, ,Intern Sumer,I worked at Susquehanna International Group (SIG),0,"great environment,strong emphasis on learning","older company, not very diverse employees",,5.0,,,,,,,,
Sun Sep 28 2014 08:23:51 GMT-0400 (Eastern Daylight Time), Research Analyst,,Current Employee ,Great place to work!,I have been working at Susquehanna International Group (SIG) full-time for more than a year,0,Fantastic staff and management. Interesting work and hours are ok.,Remuneration isn't competitive vs bulge bracket firms.,,5.0,5.0,5.0,3.0,2.0,5.0,Recommends,Positive Outlook,No opinion of CEO
Tue Sep 23 2014 01:01:23 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Smart people but crazy hours,I worked at Susquehanna International Group (SIG) part-time for more than 5 years,1,"Smart people, interesting work,parties, culture, good communication","Crazy hours, could start at seven and finish at nine",,4.0,3.0,3.0,5.0,3.0,4.0,Doesn't Recommend,,Approves of CEO
Wed Sep 03 2014 01:11:23 GMT-0400 (Eastern Daylight Time),,, ,asistant trader,I have been working at Susquehanna International Group (SIG),1,Exciting work environment! Very friendly and nice people! Training in Philadelphia. Learn a lot!,"Long hours, very competitive, can be stressful at times",,4.0,,,,,,,,
Thu Jun 05 2014 10:50:56 GMT-0400 (Eastern Daylight Time), Trader,"Dublin, Dublin",Current Employee ,"Great Education, Good Work/Life Balance, Not Enough Pay",I have been working at Susquehanna International Group (SIG) full-time for more than 5 years,3,- Fantastic education program. Great experience for new recruits. They really do invest in their Assistant Traders. - Very casual culture which makes it a nice place to work. Reasonable hours as a Trader (about 50 hours a week). - You'll be working with really smart people. - They generally allow traders plenty of self-direction and autonomy.,My only criticism.. They don't pay as well as other firms in the industry.,,4.0,5.0,5.0,3.0,2.0,4.0,Recommends,Positive Outlook,Approves of CEO
Sun May 18 2014 21:18:41 GMT-0400 (Eastern Daylight Time), Trader,Sydney,Current Employee ,Endgame place to work,I have been working at Susquehanna International Group (SIG) full-time for more than 5 years,7,"Free food and gym, good pay, market hours, autonomy, constantly challenging.",Working at a trading firm lacks a deeper level of satisfaction that perhaps maybe a nurse would get. Break into maslows highest level of need by working here.,,5.0,5.0,1.0,3.0,5.0,1.0,Recommends,Positive Outlook,Approves of CEO
Thu Jun 19 2014 04:45:53 GMT-0400 (Eastern Daylight Time), Software Developer,Sydney,Current Employee ,"good, flexible environment",I have been working at Susquehanna International Group (SIG) full-time for more than 3 years,0,flexible and less management/report overhead,sometime too much secrecy around,,3.0,,,,,,,,
Sun Feb 23 2014 02:32:08 GMT-0500 (Eastern Standard Time),,,Former Employee ,Your experience at SIG would depend on your immediate boss's manegment style,I worked at Susquehanna International Group (SIG) full-time for more than a year,4,"Good pay, Free food, greate location with nice view","Good luck if your immediate boss is a control freak, forcing you to do his way all the time.",,3.0,1.0,1.0,1.0,2.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO
Thu Jan 02 2014 14:55:48 GMT-0500 (Eastern Standard Time), ETF Trader,"Dublin, Dublin",Former Employee ,A good company with smart people.,I worked at Susquehanna International Group (SIG) full-time for more than 10 years,2,"It is a good place to learn from some top people: in addition to a formal education program there are many opportunities to learn from others, both on the job and after hours.","(It is likely true at any company in this industry) in a meritocracy there is a bit of implicit competition among peers, even though all Susquehanna people are on the same ""team"".",,5.0,4.0,4.0,4.0,5.0,3.0,Recommends,Positive Outlook,Approves of CEO
Sat Aug 10 2013 10:03:48 GMT-0400 (Eastern Daylight Time), Trader,,Current Employee ,"Great team spirit, smart people work together free from any office politics",I have been working at Susquehanna International Group (SIG) full-time for more than 5 years,1,Great people Relaxed dress code Lunch provided is very good in quality and variety You get alot of responsibility early Alot of support from others when developing your ideas,Pay is at the lower end of what people earn on the rest of the street Early start in the morning,,5.0,5.0,4.0,4.0,2.0,5.0,Recommends,Positive Outlook,No opinion of CEO
Fri Aug 02 2013 22:14:45 GMT-0400 (Eastern Daylight Time),,Sydney,Current Employee ,A wonderful place to work.,I have been working at Susquehanna International Group (SIG) full-time for more than 3 years,2,"Free breakfast, lunch and snacks means you don't need to worry about your basic needs. Always great to work with smart people around. Relaxed working atmosphere giving a lot of people autonomy and self-direction in projects. Management are result focused.",Such a great workplace means you don't want to leave work at all. Working hours can be quite long and demanding. The lack of management direction in some areas means staff can be underutilized.,,5.0,5.0,5.0,3.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Thu Dec 13 2012 04:30:07 GMT-0500 (Eastern Standard Time),,,Former Employee ,Fantastic place to work!,I worked at Susquehanna International Group (SIG) full-time for more than 3 years,0,"Extremely intelligent people, fantastic culture, fast paced and interesting work.",Not very flexible with hours.,,4.0,3.0,5.0,5.0,3.0,5.0,Recommends,Positive Outlook,Approves of CEO
Tue Dec 04 2012 11:16:03 GMT-0500 (Eastern Standard Time),,, ,Good Experience....,I have been working at Susquehanna International Group (SIG),0,benefits are good and really friendly people and environment,salary is bit less than industry rate,,4.0,,,,,,,,
Sun Dec 09 2012 07:34:16 GMT-0500 (Eastern Standard Time),,, ,Great experience until management got really greedy,I worked at Susquehanna International Group (SIG),1,"There was a family atmosphere, great benefits, terrific colleagues,","Gamed everyone on pay and bonus, below industry standards. made you think you were getting a free lunch but deducted it from yearly bonus.",,2.0,,,,,,,,
